Date;Open;High;Low;Close*;Adj Close**;Volume
Nov 25, 2021;82.27;82.56;81.70;82.28;82.28;30,734
Nov 24, 2021;82.20;83.00;81.64;82.25;82.25;30,734
Nov 23, 2021;79.42;82.59;78.57;82.31;82.31;41,865
Nov 22, 2021;78.67;80.09;77.54;79.70;79.70;39,085
Nov 19, 2021;81.01;82.23;78.05;78.89;78.89;44,18
Nov 18, 2021;80.28;81.42;79.27;81.24;81.24;30,49
Nov 17, 2021;82.33;82.36;79.77;80.28;80.28;38,038
Nov 16, 2021;82.11;83.14;81.55;82.43;82.43;25,767
Nov 15, 2021;81.92;82.49;80.68;82.05;82.05;32,804
Nov 12, 2021;82.67;82.87;81.26;82.17;82.17;27,167
Nov 11, 2021;82.64;83.43;81.66;82.87;82.87;31,162
Nov 10, 2021;85.16;85.50;82.09;82.64;82.64;36,273
Nov 09, 2021;83.59;85.14;83.18;84.78;84.78;34,996
Nov 08, 2021;82.57;83.99;82.50;83.43;83.43;27,655
Nov 04, 2021;81.00;83.15;80.27;82.74;82.74;43,13
Nov 03, 2021;81.32;84.50;80.19;80.54;80.54;72,626
Nov 02, 2021;84.04;84.18;81.08;81.99;81.99;50,062
Nov 01, 2021;84.42;85.22;83.76;84.72;84.72;40,105
Oct 31, 2021;83.73;85.11;83.03;84.71;84.71;36,245
Oct 28, 2021;84.19;84.56;84.06;84.38;84.38;35,155
Oct 27, 2021;84.18;84.57;82.31;84.32;84.32;10,576
Oct 26, 2021;86.13;86.27;84.05;84.58;84.58;25,643
Oct 25, 2021;86.03;86.53;85.28;86.40;86.40;32,042
Oct 24, 2021;85.71;86.72;85.44;85.99;85.99;43,061
Oct 21, 2021;84.65;85.94;83.83;85.53;85.53;41,174
Oct 20, 2021;85.88;86.12;83.36;84.61;84.61;49,004
Oct 19, 2021;85.10;85.89;83.63;85.82;85.82;43,107
Oct 18, 2021;84.11;85.40;83.71;85.08;85.08;45,141
Oct 17, 2021;85.05;86.03;83.96;84.33;84.33;40,153
Oct 14, 2021;84.20;85.10;84.17;84.86;84.86;33,044
Oct 13, 2021;83.35;84.53;83.19;84.00;84.00;37,348
Oct 12, 2021;83.16;83.69;82.21;83.18;83.18;39,594
Oct 11, 2021;83.61;84.23;82.72;83.42;83.42;47,351
Oct 10, 2021;82.59;84.60;82.56;83.65;83.65;46,216
Oct 07, 2021;82.39;83.43;81.96;82.39;82.39;48,729
Oct 06, 2021;80.80;82.50;79.08;81.95;81.95;43,83
Oct 05, 2021;82.66;83.44;80.59;81.08;81.08;41,389
Oct 04, 2021;81.28;83.11;81.20;82.56;82.56;44,439
Oct 03, 2021;79.36;82.00;78.76;81.26;81.26;43,286
Sep 30, 2021;78.41;79.41;77.57;79.28;79.28;31,697
Sep 29, 2021;78.33;79.16;77.64;78.52;78.52;51,076
Sep 28, 2021;78.25;79.41;77.53;78.64;78.64;8,319
Sep 27, 2021;79.42;80.74;78.08;79.09;79.09;21,656
Sep 26, 2021;78.23;79.88;78.21;79.53;79.53;20,799
Sep 23, 2021;77.18;78.25;76.87;78.09;78.09;20,417
Sep 22, 2021;75.87;77.34;75.60;77.25;77.25;26,832
Sep 21, 2021;74.61;76.26;74.51;76.19;76.19;26,605
Sep 20, 2021;74.23;75.17;73.25;74.36;74.36;25,14
Sep 19, 2021;75.39;75.39;73.51;73.92;73.92;28,251
Sep 16, 2021;75.01;75.78;74.58;75.34;75.34;26,771
Sep 15, 2021;75.46;75.86;74.48;75.67;75.67;27,363
Sep 14, 2021;73.84;76.13;73.78;75.46;75.46;35,197
Sep 13, 2021;73.73;74.27;73.08;73.60;73.60;27,69
Sep 12, 2021;73.05;73.93;72.70;73.51;73.51;26,51
Sep 09, 2021;71.31;73.14;70.96;72.92;72.92;26,654
Sep 08, 2021;72.62;73.19;70.89;71.45;71.45;35,106
Sep 07, 2021;71.58;72.95;71.56;72.60;72.60;31,671
Sep 06, 2021;72.69;72.77;71.10;71.69;71.69;35,294
Sep 02, 2021;72.81;73.70;72.40;72.61;72.61;27,095
Sep 01, 2021;71.24;73.46;70.92;73.03;73.03;30,185
Aug 31, 2021;71.70;72.37;70.41;71.59;71.59;32,339
Aug 30, 2021;73.03;73.49;72.91;72.99;72.99;28,933
Aug 29, 2021;73.59;73.70;71.99;73.41;73.41;3,291
Aug 26, 2021;71.42;72.74;71.16;72.70;72.70;13,316
Aug 25, 2021;71.84;72.13;70.68;71.07;71.07;24,373
Aug 24, 2021;71.13;72.41;70.51;72.25;72.25;32,345
Aug 23, 2021;68.68;71.30;68.52;71.05;71.05;38,685
Aug 22, 2021;65.18;68.91;64.83;68.75;68.75;29,582
Aug 19, 2021;66.60;66.92;64.80;65.18;65.18;27,104
Aug 18, 2021;67.42;67.65;65.56;66.45;66.45;35,816
Aug 17, 2021;69.01;70.04;67.22;68.23;68.23;34,264
Aug 16, 2021;69.65;70.01;68.82;69.03;69.03;29,163
Aug 15, 2021;70.22;70.40;68.14;69.51;69.51;33,537
Aug 12, 2021;71.12;71.39;70.00;70.59;70.59;26,874
Aug 11, 2021;71.58;71.89;70.68;71.31;71.31;22,952
Aug 10, 2021;70.91;71.63;69.07;71.44;71.44;34,214
Aug 09, 2021;69.29;71.23;68.97;70.63;70.63;30,525
Aug 08, 2021;70.06;70.06;67.61;69.04;69.04;42,738
Aug 05, 2021;71.26;72.43;70.28;70.70;70.70;35,762
Aug 04, 2021;70.25;71.50;69.75;71.29;71.29;32,444
Aug 03, 2021;72.33;72.82;70.12;70.38;70.38;44,616
Aug 02, 2021;73.23;73.53;71.04;72.41;72.41;41,458
Aug 01, 2021;75.18;75.33;72.31;72.89;72.89;38,106
Jul 29, 2021;75.80;76.39;75.51;76.33;76.33;27,919
Jul 28, 2021;74.81;76.14;74.63;76.05;76.05;9,158
Jul 27, 2021;74.66;75.31;74.44;74.74;74.74;20,863
Jul 26, 2021;74.79;75.05;74.02;74.48;74.48;26,028
Jul 25, 2021;74.17;74.83;72.75;74.50;74.50;31,628
Jul 22, 2021;73.71;74.21;73.33;74.10;74.10;23,724
Jul 21, 2021;72.10;73.90;71.75;73.79;73.79;34,425
Jul 20, 2021;68.74;72.36;68.64;72.23;72.23;43,341
Jul 19, 2021;68.76;69.73;67.42;69.35;69.35;43,067
Jul 18, 2021;73.00;73.29;67.85;68.62;68.62;58,659
Jul 15, 2021;73.26;74.07;72.34;73.59;73.59;33,536
Jul 14, 2021;74.55;74.64;73.16;73.47;73.47;41,748
Jul 13, 2021;76.40;76.71;73.76;74.76;74.76;49,772
Jul 12, 2021;75.23;76.61;74.96;76.49;76.49;32,219
Jul 11, 2021;75.64;75.84;74.24;75.16;75.16;32,255
Jul 08, 2021;74.36;75.79;73.82;75.55;75.55;31,967
Jul 07, 2021;73.47;74.39;72.10;74.12;74.12;42,366
Jul 06, 2021;74.96;75.99;72.59;73.43;73.43;51,166
Jul 05, 2021;76.09;77.83;74.12;74.53;74.53;58,679
Jul 01, 2021;75.59;76.43;75.23;76.17;76.17;31,167
Jun 30, 2021;74.70;76.75;74.55;75.84;75.84;52,21
Jun 29, 2021;75.14;75.60;74.54;75.13;75.13;33,596
Jun 28, 2021;74.60;75.51;73.91;74.76;74.76;4,089
Jun 27, 2021;76.16;76.59;74.52;74.68;74.68;27,711
Jun 24, 2021;75.61;76.21;74.95;76.18;76.18;31,417
Jun 23, 2021;75.37;75.77;74.52;75.56;75.56;26,664
Jun 22, 2021;74.76;76.00;74.73;75.19;75.19;32,883
Jun 21, 2021;74.81;75.29;74.34;74.81;74.81;39,381
Jun 20, 2021;73.33;74.95;72.98;74.90;74.90;38,734
Jun 17, 2021;73.07;73.75;72.18;73.51;73.51;26,417
Jun 16, 2021;73.98;74.49;72.00;73.08;73.08;42,085
Jun 15, 2021;74.30;74.96;73.89;74.39;74.39;42,294
Jun 14, 2021;73.10;74.33;72.78;73.99;73.99;32,191
Jun 13, 2021;72.49;73.64;72.49;72.86;72.86;25,816
Jun 10, 2021;72.39;73.08;71.88;72.69;72.69;36,538
Jun 09, 2021;72.09;72.92;70.95;72.52;72.52;37,08
Jun 08, 2021;72.14;72.88;71.82;72.22;72.22;31,013
Jun 07, 2021;71.39;72.41;70.72;72.22;72.22;29,742
Jun 06, 2021;71.70;72.26;71.10;71.49;71.49;21,019
Jun 03, 2021;71.35;72.17;70.76;71.89;71.89;24,006
Jun 02, 2021;71.27;71.98;70.66;71.31;71.31;25,178
Jun 01, 2021;70.56;71.49;70.37;71.35;71.35;22,202
May 31, 2021;69.63;69.63;69.63;69.63;69.63;39,925
May 27, 2021;69.62;69.83;69.42;69.63;69.63;861
May 26, 2021;68.88;69.51;68.11;69.46;69.46;6,546
May 25, 2021;68.63;69.16;68.03;68.87;68.87;21,097
May 24, 2021;68.39;68.89;67.84;68.65;68.65;20,377
May 23, 2021;66.64;68.64;66.47;68.46;68.46;29,4
May 20, 2021;65.04;66.94;64.56;66.44;66.44;33,829
May 19, 2021;66.73;67.15;64.79;65.11;65.11;35,448
May 18, 2021;68.58;68.60;65.29;66.66;66.66;42,607
May 17, 2021;69.53;70.24;67.28;68.71;68.71;43,138
May 16, 2021;68.86;69.63;68.20;69.46;69.46;26,662
May 13, 2021;67.01;68.86;66.50;68.71;68.71;31,042
May 12, 2021;69.02;69.02;66.47;67.05;67.05;38,726
May 11, 2021;68.72;69.90;68.19;69.32;69.32;31,702
May 10, 2021;68.24;68.75;67.13;68.55;68.55;40,504
May 09, 2021;68.62;70.26;67.41;68.32;68.32;31,833
May 06, 2021;68.29;68.61;67.38;68.28;68.28;29,163
May 05, 2021;68.57;69.37;67.93;68.09;68.09;25,171
May 04, 2021;69.50;69.96;68.34;68.96;68.96;32,004
May 03, 2021;-;-;-;-;-;-
May 02, 2021;67.29;67.29;67.29;67.29;67.29;27,613
Apr 29, 2021;68.32;68.32;67.15;67.25;67.25;1,136
Apr 28, 2021;67.04;68.95;67.04;68.56;68.56;10,592
Apr 27, 2021;66.66;67.86;66.16;67.27;67.27;24,119
Apr 26, 2021;65.77;66.80;65.70;66.42;66.42;33,604
Apr 25, 2021;66.02;66.25;64.57;65.65;65.65;27,25
Apr 22, 2021;65.62;66.31;65.17;66.11;66.11;22,397
Apr 21, 2021;65.11;65.84;64.58;65.40;65.40;26,722
Apr 20, 2021;66.36;66.52;64.96;65.32;65.32;32,764
Apr 19, 2021;67.12;68.08;65.50;66.57;66.57;40,194
Apr 18, 2021;66.69;67.23;66.19;67.05;67.05;19,74
Apr 15, 2021;66.86;67.38;66.45;66.77;66.77;24,035
Apr 14, 2021;66.35;67.03;65.96;66.94;66.94;23,442
Apr 13, 2021;64.01;66.90;63.89;66.58;66.58;35,988
Apr 12, 2021;63.24;64.18;63.23;63.67;63.67;26,957
Apr 11, 2021;63.02;64.31;62.41;63.28;63.28;36,366
Apr 08, 2021;63.29;63.46;62.57;62.95;62.95;29,073
Apr 07, 2021;62.98;63.42;62.38;63.20;63.20;32,283
Apr 06, 2021;62.68;63.52;61.60;63.16;63.16;42,225
Apr 05, 2021;62.30;64.27;62.08;62.74;62.74;44,319
Apr 04, 2021;64.81;64.81;61.24;62.15;62.15;37,285
Mar 31, 2021;63.60;63.60;63.60;63.60;63.60;66,715
Mar 30, 2021;64.48;64.69;63.54;63.54;63.54;257
Mar 29, 2021;65.31;65.65;63.64;64.14;64.14;4,695
Mar 28, 2021;64.04;65.45;63.14;64.98;64.98;18,231
Mar 25, 2021;61.74;64.88;61.74;64.57;64.57;23,364
Mar 24, 2021;64.15;64.15;60.98;61.95;61.95;27,894
Mar 23, 2021;60.35;64.56;60.34;64.41;64.41;36,451
Mar 22, 2021;64.31;64.34;60.26;60.79;60.79;43,2
Mar 21, 2021;64.66;65.07;63.45;64.62;64.62;29,644
Mar 18, 2021;62.83;64.90;62.08;64.53;64.53;54,241
Mar 17, 2021;67.93;68.15;61.42;63.28;63.28;61,688
Mar 16, 2021;68.39;68.88;66.96;68.00;68.00;37,607
Mar 15, 2021;68.86;68.96;67.36;68.39;68.39;27,321
Mar 14, 2021;69.12;70.02;67.83;68.88;68.88;30,212
Mar 12, 2021;69.59;69.90;69.03;69.22;69.22;27,364
Mar 11, 2021;68.26;69.83;68.00;69.63;69.63;30,629
Mar 10, 2021;67.33;68.43;66.52;67.90;67.90;37,089
Mar 09, 2021;68.10;69.32;67.14;67.52;67.52;30,989
Mar 08, 2021;69.90;71.36;67.81;68.24;68.24;37,511
Mar 05, 2021;67.26;69.69;66.66;69.36;69.36;40,754
Mar 04, 2021;63.94;67.73;63.36;66.74;66.74;67,79
Mar 03, 2021;62.47;64.70;62.34;64.07;64.07;35,401
Mar 02, 2021;63.39;64.13;62.37;62.70;62.70;37,996
Mar 01, 2021;65.95;65.95;65.95;65.95;65.95;33,869
Feb 26, 2021;66.71;66.88;65.70;66.13;66.13;191
Feb 25, 2021;67.34;67.70;66.49;66.88;66.88;11,746
Feb 24, 2021;65.23;67.29;64.80;67.04;67.04;27
Feb 23, 2021;65.66;66.79;64.48;65.37;65.37;34,643
Feb 22, 2021;62.73;65.84;62.59;65.24;65.24;32,173
Feb 19, 2021;63.65;63.93;62.11;62.91;62.91;54,254
Feb 18, 2021;64.87;65.49;63.23;63.93;63.93;43,309
Feb 17, 2021;63.55;64.95;62.75;64.34;64.34;47,339
Feb 16, 2021;62.77;63.81;62.69;63.35;63.35;65,492
Feb 12, 2021;60.86;62.83;60.34;62.43;62.43;36,933
Feb 11, 2021;61.21;61.50;60.73;61.14;61.14;26,169
Feb 10, 2021;61.23;61.68;60.89;61.47;61.47;28,344
Feb 09, 2021;60.64;61.27;60.04;61.09;61.09;31,23
Feb 08, 2021;59.56;60.70;59.55;60.56;60.56;21,098
Feb 05, 2021;59.10;59.79;59.08;59.34;59.34;23,51
Feb 04, 2021;58.67;59.05;58.06;58.84;58.84;24,732
Feb 03, 2021;57.79;58.94;57.53;58.46;58.46;34,146
Feb 02, 2021;56.29;58.05;56.22;57.46;57.46;34,815
Feb 01, 2021;55.88;55.88;55.88;55.88;55.88;34,234
Jan 29, 2021;55.52;56.35;55.43;55.88;55.88;1,143
Jan 28, 2021;55.67;56.59;55.22;55.53;55.53;6,141
Jan 27, 2021;56.08;56.48;55.20;55.81;55.81;20,094
Jan 26, 2021;55.98;56.34;55.40;55.91;55.91;19,102
Jan 25, 2021;55.20;56.02;55.09;55.88;55.88;24,457
Jan 22, 2021;56.15;56.17;54.49;55.41;55.41;33,071
Jan 21, 2021;55.78;56.24;55.51;56.10;56.10;22,792
Jan 20, 2021;55.90;56.62;55.65;56.08;56.08;33,793
Jan 19, 2021;54.74;56.08;54.50;55.90;55.90;36,91
Jan 15, 2021;56.43;56.64;54.65;55.10;55.10;30,604
Jan 14, 2021;55.94;56.54;55.24;56.42;56.42;33,446
Jan 13, 2021;56.73;57.42;55.78;56.06;56.06;32,953
Jan 12, 2021;55.56;56.78;55.53;56.58;56.58;27,874
Jan 11, 2021;56.21;56.28;54.98;55.66;55.66;33,199
Jan 08, 2021;54.46;56.30;54.36;55.99;55.99;37,597
Jan 07, 2021;54.14;54.90;53.94;54.38;54.38;30,8
Jan 06, 2021;53.59;54.72;53.15;54.30;54.30;49,186
Jan 05, 2021;50.74;53.88;50.62;53.60;53.60;62,791
Jan 04, 2021;51.66;53.32;50.58;51.09;51.09;50,232
Dec 31, 2020;-;-;-;-;-;-
Dec 30, 2020;51.05;51.52;51.05;51.34;51.34;18,326
Dec 29, 2020;51.06;51.63;50.87;51.09;51.09;5,788
Dec 28, 2020;51.20;52.02;50.52;50.86;50.86;9,704
Dec 24, 2020;51.10;51.76;50.64;51.29;51.29;11,666
Dec 23, 2020;49.80;51.59;49.18;51.20;51.20;18,879
Dec 22, 2020;50.90;50.93;49.56;50.08;50.08;22,381
Dec 21, 2020;52.31;52.34;49.21;50.91;50.91;33,507
Dec 18, 2020;51.45;52.47;51.14;52.26;52.26;24,749
Dec 17, 2020;51.08;51.88;51.01;51.50;51.50;24,947
Dec 16, 2020;50.72;51.20;50.36;51.08;51.08;25,996
Dec 15, 2020;50.33;50.88;49.79;50.76;50.76;24,071
Dec 14, 2020;50.06;50.80;49.18;50.29;50.29;28,782
Dec 11, 2020;50.34;50.74;49.75;49.97;49.97;25,222
Dec 10, 2020;48.98;51.07;48.86;50.25;50.25;30,919
Dec 09, 2020;48.83;49.54;48.38;48.86;48.86;36,534
Dec 08, 2020;48.68;49.00;48.11;48.84;48.84;27,102
Dec 07, 2020;49.23;49.43;48.39;48.79;48.79;23,896
Dec 04, 2020;48.82;49.86;48.77;49.25;49.25;31,658
Dec 03, 2020;48.08;48.93;47.68;48.71;48.71;36,526
Dec 02, 2020;47.14;48.75;46.77;48.25;48.25;35,514
Dec 01, 2020;47.61;47.61;47.61;47.61;47.61;31,987
Nov 30, 2020;47.75;47.95;46.85;47.59;47.59;524
Nov 27, 2020;48.90;49.07;47.36;48.18;48.18;12,454
Nov 25, 2020;47.86;49.05;47.60;48.61;48.61;24,897
Nov 24, 2020;45.84;48.03;45.84;47.86;47.86;31,692
Nov 23, 2020;45.13;46.12;44.90;46.06;46.06;35,378
Nov 20, 2020;44.22;45.19;44.00;44.96;44.96;24,489
Nov 19, 2020;44.16;44.58;43.79;44.20;44.20;25,836
Nov 18, 2020;43.78;44.88;43.49;44.34;44.34;28,668
Nov 17, 2020;43.90;44.23;43.08;43.75;43.75;27,858
Nov 16, 2020;42.73;44.68;42.64;43.82;43.82;37,77
Nov 13, 2020;43.33;43.34;42.63;42.78;42.78;34,737
Nov 12, 2020;43.78;44.48;43.28;43.53;43.53;36,578
Nov 11, 2020;43.96;45.31;43.61;43.80;43.80;43,047
Nov 10, 2020;42.13;44.07;41.55;43.61;43.61;41,973
Nov 09, 2020;39.70;43.49;39.61;42.40;42.40;55,156
Nov 06, 2020;40.77;40.78;39.33;39.45;39.45;33,078
Nov 05, 2020;41.17;41.52;40.34;40.93;40.93;30,961
Nov 04, 2020;40.15;41.34;39.41;41.23;41.23;39,329
Nov 03, 2020;39.22;40.44;38.65;39.71;39.71;39,534
Nov 02, 2020;37.46;37.46;37.46;37.46;37.46;40,454
Oct 29, 2020;37.62;38.02;37.00;37.46;37.46;908
Oct 28, 2020;39.32;39.50;36.68;37.65;37.65;14,205
Oct 27, 2020;40.71;40.71;38.74;39.12;39.12;21,228
Oct 26, 2020;40.52;41.47;40.40;41.20;41.20;26,72
Oct 25, 2020;41.63;41.63;40.22;40.46;40.46;28,463
Oct 22, 2020;42.44;42.80;41.50;41.77;41.77;26,207
Oct 21, 2020;41.72;42.79;41.47;42.46;42.46;30,59
Oct 20, 2020;42.82;43.04;41.46;41.73;41.73;31,681
Oct 19, 2020;42.43;43.31;42.19;43.16;43.16;31,677
Oct 18, 2020;42.74;43.22;42.37;42.62;42.62;26,265
Oct 15, 2020;43.04;43.20;42.27;42.93;42.93;24,159
Oct 14, 2020;43.41;43.60;41.56;43.16;43.16;40,144
